
category,sku,model
Non-Stick-Pan	5001033011	SRPAN-SINGER-CASSEROLE-26
Non-Stick-Pan	5001033012	SRPAN-SINGER-FRYPAN
Non-Stick-Pan	5001033013	SRPAN-SINGER-FRYPAN-28
Non-Stick-Pan	5001033014	SRPAN-SINGER-CASROL-26-DC
Non-Stick-Pan	5001033015	SRPAN-SINGER-FRYPAN-26-DC
Non-Stick-Pan	5001033016	SRPAN-SINGER-FRYPAN-28-DC
Non-Stick-Pan	5001033017	SRPAN-SINGER-GRLPAN-26-DC
Non-Stick-Pan	5001033018	SRPAN-SINGER-KORAI-26-DC
Non-Stick-Pan	5001033019	SRPAN-SINGER-KORAI-28-DC
Electric Kettle	6001533001	SREK-SBL-VS15-SS
Electric Kettle	6001833002	SREK-SBL-VS18-PL
Electric Kettle	6001833003	SREK-SBL-VS18-GL
Electric Kettle	6001833004	SREK-SBL-VS18-PL-BLK
Electric Kettle	6001833005	SREK-SBL-VS18-PL-OW
Electric Kettle	6003533006	SREK-SBL-VS35-PL-BLK
Electric Kettle	6002033007	SREK-SBL-VS20-PL-BLK-D
Water Heater (Geyser)	7004533001	SRWH-FGSSBLK45L
Water Heater (Geyser)	7004533002	SRWH-FGSSRED45L
Grinder	8001133001	SRGR-GRINDER-SBL1100W-MRN
Grinder	8000933002	PCGR-PNSC-MX-GC3550-CBLU
Grinder	8001233003	PCGR-PNSC-MX-GE3750-BLK
Grinder	8001533004	PCGR-PNSC-MX-AV425-CLBLK
Grinder	8001533005	PCGR-PNSC-MX-AV425-RSRED




